,MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,CaNA_N,class,Ts65Dn
650,686,0.861265523,1.039503253,0.378001183,2.55836783,4.57125961,0.22613838,0.182968658,2.509047901,0.223891189,1.966292135,1.005558841,0.306209344,0.355647546,0.28030751,0.886221171,0.557421644,1.678651685,1.955647546,0.516262567,0.74145476,0.651803666,0.360260201,0.198580721,1.310585452,2.391602602,1.612418687,0.265168539,0.312477824,0.828858664,0.175990538,0.474985216,2.528444707,0.337788291,0.414902425,0.322531047,0.735304554,0.592903607,0.390656416,0.556002365,0.386871674,0.303962153,0.456416322,0.239858072,0.197995156,0.99878902,0.182117869,1.534243811,0.32090958,0.445371367,1.091967169,0.094658235,0.140877287,0.182992465,0.107508073,0.147941335,0.199677072,0.184876211,0.105489774,0.211315931,0.123385361,0.483853606,0.272470398,1.71333423,2.218110872,0.117935953,1.033503767,0.930839612,0.186558127,0.121501615,0.095398278,0.107508073,0.099636706,0.466159849,0.092236276,0.127085576,2.031485468,4,1
424,1030,0.487711387,0.610146561,0.342953777,2.398647125,4.66854566,0.273055242,0.206538895,4.057722661,0.253213078,1.514092446,0.708455468,0.364825254,0.315219842,0.356257046,0.819391206,0.799549042,1.729650507,1.520631342,0.478015784,0.729425028,0.481397971,0.491093574,0.216234498,1.082074408,2.840586246,1.091319053,0.286358512,0.288162345,0.755580609,0.217136415,0.402931229,2.252987599,0.33957159,0.395941375,0.324464487,0.774520857,0.604058625,0.393686584,0.563472379,0.484780158,0.33167982,0.407666291,0.227508455,0.197986577,0.850929272,0.192307692,0.980769231,0.313887455,0.643520909,0.910428498,0.112028911,0.189726381,0.192436758,0.113835829,0.139390811,0.13590604,0.152297367,0.140036138,0.199406298,0.110996386,0.368998451,0.23864223,1.220831182,2.077181208,0.145973154,1.033815178,0.638874548,0.183789365,0.15791424234717408,0.13476174899371066,0.113835829,0.098477026,0.345250387,0.16960922624333333,0.18313453845517236,1.49535364,1,0
733,125,0.268903592,0.473771267,0.303402647,2.108695652,3.184073724,0.273393195,0.20463138,2.855623819,0.229206049,1.418241966,0.330812854,0.331049149,0.312854442,0.30600189,0.730387524,0.81805293,1.41989603,1.150047259,0.423204159,0.755907372,0.290879017,0.392722117,0.193289225,1.016776938,2.062854442,0.971644612,0.239603025,0.277882798,0.598298677,0.163516068,0.458175803,1.997873346,1.268667297,0.475897921,0.510869565,0.863185255,0.655718336,0.372637051,0.567816635,0.34168242,0.392249527,0.457466919,0.337665406,0.13649117,0.7747153,0.163228255,1.262584585,0.314243274,0.273312428,1.238818287,0.131209771,0.189965341,0.174946361,0.128238983,0.166859218,0.15679155,0.13253012,0.136656214,0.272817297,0.177422017,0.591186664,0.292292458,1.857732299,2.219673213,0.22082852,1.288331408,0.830169995,0.205974583,0.238653243,0.13476174899371066,0.128238983,0.149529625,0.484568411,0.16960922624333333,0.277273477,1.058920614,6,1
795,825,0.424200471,0.682403433,0.340994047,2.677973141,4.52443583,0.278000831,0.201439845,5.732521113,0.248788592,1.371729198,0.492316212,0.444552125,0.296414232,0.317319673,0.939083483,1.050809913,1.950851447,1.360791915,0.458950575,0.762702478,0.35317735,0.366191333,0.19631732,1.290184134,2.728644608,1.272324519,0.265679081,0.294752873,0.840371037,0.183441783,0.478471549,2.75481102,0.627301675,0.505607088,0.431953482,0.962757857,0.617333518,0.40121833,0.603627302,0.333933269,0.319396373,0.473487471,0.412570954,0.183565891,1.112325581,0.128682171,1.770697674,0.29248062,0.354263566,1.310775194,0.076821705,0.119612403,0.174651163,0.140310078,0.164573643,0.22620155,0.162945736,0.090930233,0.203565891,0.109224806,0.509379845,0.278837209,1.753178295,2.605348837,0.159767442,1.480232558,0.826434109,0.204108527,0.122713178,0.098062016,0.140310078,0.101705426,0.421705426,0.16960922624333333,0.159147287,1.024573643,6,1
1037,803,0.441197654,0.734952156,0.44335837,2.978289948,6.201461056,0.296738348,0.188496759,6.572486881,0.299207737,1.715711493,0.458689166,0.39705731,0.462804815,0.378536887,1.042288301,0.944027163,2.003704085,2.557876325,0.570017492,0.904825599,0.358678876,0.417635559,0.211955963,1.850601914,3.921905546,1.37637617,0.27708612,0.361045375,0.939911514,0.177178722,0.570326165,3.266385431,0.640086429,0.595431629,0.492334602,1.001131804,0.745035497,0.546558288,0.737730219,0.496758926,0.414754604,0.622594917,0.72126762,0.191428106,1.06659786,0.177304579,2.302134825,0.329512738,0.520832202,2.291487859,0.240697485,0.177413222,0.205768917,0.144766147,0.190667608,0.213265251,0.231299908,0.115541311,0.200880004,0.144711826,0.453691129,0.319300342,1.654571134,2.390624151,0.166060079,1.44766147,0.891520452,0.256667934,0.147862459,0.127437666,0.144766147,0.126405562,0.460861535,0.162257591,0.201314574,1.17475148,7,1
911,963,0.489420423,0.64949402,0.258141674,1.946642134,3.232014719,0.201839926,0.143146274,1.587672493,0.165041398,1.59300828,0.640478381,0.23275069,0.244894204,0.192272309,0.748850046,0.51149954,1.358049678,1.19374425,0.33799448,0.577920883,0.384728611,0.312235511,0.129898804,0.943146274,2.21324747,1.063845446,0.19374425,0.188592456,0.564305428,0.118307268,0.390616375,1.678564857,0.279484821,0.427782889,0.35124195,0.659981601,0.584912603,0.321987121,0.478012879,0.386936523,0.301379945,0.415087397,0.169273229,0.187143656,0.814533259,0.150922303,0.71000559,0.27333706,0.436892119,1.066182225,0.064728899,0.166685299,0.116489659,0.09077697,0.130128563,0.115036333,0.138177753,0.137730576,0.147792063,0.090329793,0.411291224,0.243376188,1.272666294,1.539519285,0.143991056,0.976634992,0.660816098,0.184572387,0.115930688,0.112241476,0.09077697,0.146562325,0.288764673,0.100279486,0.1529346,0.944997205,5,1
788,824,0.284920483,0.514083158,0.287794597,2.471163058,4.001341253,0.259053459,0.189499904,5.821996551,0.207702625,1.287219774,0.290093888,0.346809734,0.276681357,0.308871431,0.894807434,0.835983905,1.80781759,1.23031232,0.405633263,0.735389921,0.261927572,0.402375934,0.185476145,1.042153669,2.251580763,1.068403909,0.24142556,0.279363863,0.76566392,0.172830044,0.409657022,2.233378042,0.51465798,0.448361755,0.440122629,0.844223031,0.560068979,0.327840582,0.59570799,0.330523089,0.277447787,0.39317877,0.392795555,0.166602638,0.957869125,0.152900499,1.65142784,0.314765015,0.316045588,1.256242797,0.073632988,0.145089,0.185555129,0.146497631,0.160583942,0.185042899,0.140606992,0.118581124,0.221283135,0.116404149,0.546420797,0.297733385,1.474836727,2.83736714,0.192982456,1.527084134,0.802023306,0.226149315,0.159175311,0.144192598,0.146497631,0.130874632,0.438596491,0.134460238,0.191061596,1.070943783,6,1
297,934,0.25842412,0.437800861,0.279959463,1.966810236,2.828477325,0.281986319,0.204965797,3.43628072,0.209019508,1.196858373,0.313655941,0.365087408,0.282239676,0.328350646,0.735495313,0.672409425,1.331644287,1.161388396,0.489485685,0.712946542,0.291867241,0.443374715,0.200912085,0.921205979,1.926019762,0.993412719,0.25335698,0.286546744,0.617937674,0.200152014,0.322016722,1.605776539,0.630352166,0.425639726,0.420572587,0.739295668,0.61489739,0.325057005,0.543704079,0.306308589,0.282999747,0.356219914,0.332151001,0.168929712,0.898961661,0.154353035,1.606230032,0.297324281,0.317691693,0.864616613,0.113817891,0.162739617,0.173921725,0.124001597,0.179912141,0.163738019,0.19149361,0.108027157,0.19928115,0.094648562,0.733626198,0.301118211,1.744209265,2.373602236,0.178714058,1.451677316,0.969049521,0.224440895,0.15791424234717408,0.13476174899371066,0.124001597,0.197284345,0.546325879,0.16960922624333333,0.319888179,1.400758786,2,0
1006,712,0.431654676,0.699585786,0.387617179,2.855788097,5.53204709,0.261063876,0.193481578,6.315456726,0.269239154,1.437431873,0.464028777,0.363200349,0.374209723,0.321887944,1.041639416,0.965118814,1.978962285,1.624046218,0.498146937,0.803575322,0.306300414,0.372683671,0.185197297,1.695988664,3.265097013,1.306409418,0.257466754,0.324613037,0.852735993,0.165794637,0.514606497,3.180074123,0.681927186,0.482777414,0.417811206,0.826684107,0.607804665,0.418683235,0.602681491,0.411052976,0.346086767,0.523980815,0.595705254,0.190143136,0.944372154,0.164660594,1.965300369,0.293320321,0.541422685,1.373237909,0.219041423,0.170841466,0.178377792,0.11282802,0.161353286,0.189546736,0.183311646,0.111418347,0.250162655,0.146551724,0.490078074,0.311374973,1.924690956,2.307742355,0.130557363,1.269193234,0.880774236,0.207059206,0.147148124,0.13476174899371066,0.11282802,0.131424854,0.494523964,0.139882889,0.158913468,1.215300369,7,1
749,231,0.252289233,0.402904957,0.303125987,1.918850647,2.520682033,0.222923903,0.207136091,1.911588254,0.195137354,1.339122198,0.280075781,0.292074518,0.297126618,0.282286075,0.768866435,0.646984528,1.264603726,0.884748974,0.387432902,0.617619198,0.255762551,0.373223871,0.18124408,0.890748342,1.395642564,0.795389959,0.212503947,0.23492264,0.491316704,0.167666561,0.40858857,1.600568361,0.792232397,0.584149037,0.644142722,0.905588885,0.752762867,0.491000947,0.694347963,0.418692769,0.526681402,0.568361225,0.588253868,0.135333979,0.654211036,0.14714424,1.197095837,0.22071636,0.222265247,0.916940949,0.832526621,0.215488867,0.171732817,0.121974831,0.170571152,0.181026137,0.330493708,0.14249758,0.19535334,0.127976767,0.53339787,0.288286544,1.513068732,1.824007744,0.215488867,1.152952565,0.700871249,0.22071636,0.15791424234717408,0.13476174899371066,0.121974831,0.172894482,0.387028074,0.16960922624333333,0.18313453845517236,0.735140368,6,1
885,570,0.787914003,1.119407321,0.320743754,2.302827813,4.17606043,0.174801472,0.147298083,1.801278327,0.201723804,2.078539609,1.340983924,0.260507457,0.254018981,0.207147008,0.781812899,0.630447414,1.588030215,1.420879334,0.354638776,0.678190974,0.749467364,0.321518497,0.149912841,1.520337013,3.154948673,1.416327716,0.222254503,0.23406934,0.683226806,0.149622313,0.446930079,2.131222158,0.282393957,0.354735619,0.236006198,0.637420105,0.480244044,0.354541933,0.459035445,0.356672477,0.242591517,0.378268449,0.147007554,0.231687466,1.162657503,0.173087358,0.964972569,0.302887804,0.662145053,0.92192681,0.094652439,0.143124133,0.18755652,0.117803099,0.155121481,0.190932658,0.257792247,0.117863387,0.198830409,0.125097968,0.44625309,0.267136914,1.384337131,2.493820462,0.14589739,1.154277446,0.803942847,0.222885392,0.092361488,0.13476174899371066,0.117803099,0.091095436,0.336468319,0.085307771,0.107433532,1.569602701,5,1
792,814,0.278592375,0.52228739,0.307038123,2.351612903,3.07888563,0.32228739,0.231085044,4.937243402,0.273607038,0.429032258,0.324926686,0.348973607,0.287096774,0.302932551,0.79941349,0.745747801,1.530791789,1.102346041,0.436656891,0.705571848,0.326979472,0.438709677,0.226392962,0.96568915,1.802639296,1.024046921,0.279178886,0.302346041,0.692375367,0.219354839,0.402346041,1.929912023,0.578005865,0.469794721,0.45483871,0.786510264,0.663636364,0.329032258,0.551319648,0.344281525,0.300293255,0.392375367,0.352199413,0.151852645,0.905118869,0.149710859,1.663311202,0.289997858,0.301135147,0.929535232,0.060184194,0.154851146,0.16191904,0.140501178,0.174555579,0.188905547,0.150139216,0.120154209,0.209038338,0.095309488,0.763546798,0.313985864,1.698222317,2.750053545,0.204326408,1.460055686,0.966373956,0.336260441,0.187620475,0.201970443,0.140501178,0.184621975,0.400728207,0.174341401,0.245662883,1.248661384,6,1
302,398,0.598901602,0.88604119,0.444759725,2.91826087,5.71771167,0.290434783,0.197162471,4.497665904,0.28228833,1.998901602,0.974645309,0.405583524,0.450800915,0.332723112,1.044118993,1.291258581,1.980778032,2.747459954,0.51597254,0.847688787,0.528237986,0.390938215,0.202105263,2.185263158,3.630938215,1.510480549,0.280366133,0.342791762,0.90416476,0.184988558,0.482562929,2.854828375,0.415011442,0.550389016,0.425354691,0.909748284,0.690709382,0.543707094,0.665812357,0.46590389,0.402105263,0.560091533,0.388649886,0.184096922,0.926147705,0.178248155,1.578563803,0.291045815,0.361648795,2.347212552,0.287703662,0.15387829,0.183911247,0.118600009,0.15503876,0.165715081,0.180476257,0.117950146,0.183400641,0.12816228,0.377941791,0.304089495,1.521700784,1.851042102,0.141809404,0.998700274,0.690386669,0.23060855,0.15791424234717408,0.108712807,0.118600009,0.10936267,0.37873091,0.154110384,0.143155549,1.332265701,1,0
276,927,0.306938946,0.437591165,0.302771411,2.374661388,3.595749114,0.27339029,0.188997708,4.611585747,0.227964159,1.30860596,0.304855178,0.328193374,0.29131069,0.297145239,0.815169827,0.77787039,1.572619296,1.194832257,0.486351323,0.686392999,0.298812253,0.383204834,0.199208168,1.065847051,2.338612211,1.136695145,0.252135862,0.26568035,0.707647427,0.204417587,0.31756616,2.132944363,0.624296728,0.434257137,0.412169202,0.763284018,0.578662221,0.34569702,0.537820379,0.309439467,0.27339029,0.348614295,0.490935612,0.171710349,0.966090246,0.150770062,1.780599838,0.268576061,0.314509592,0.89610916,0.103620643,0.140637665,0.175358011,0.127398001,0.159011078,0.19021886,0.192785734,0.104566333,0.212915428,0.104161038,0.552553364,0.277222372,1.555660632,2.479870305,0.166981897,1.363009997,0.855039179,0.196298298,0.128613888,0.13476174899371066,0.127398001,0.111186166,0.472439881,0.123345042,0.18313453845517236,0.997838422,2,0
151,37,0.305504346,0.488543587,0.289043982,2.495654464,4.329734001,0.226757967,0.164998683,5.354227021,0.211614432,1.288912299,0.397945747,0.313932052,0.278245984,0.255596524,0.909007111,0.935475375,1.894521991,1.170924414,0.41440611,0.649855149,0.263760864,0.332499342,0.1494601,1.156570977,2.482617856,1.155649197,0.227548064,0.262707401,0.680142218,0.145114564,0.356333948,2.42164867,0.553068212,0.459178299,0.434158546,0.860811167,0.502765341,0.343429023,0.532657361,0.303792468,0.283908349,0.370950751,0.376876481,0.178482068,1.182121465,0.128061263,1.588141633,0.264841914,0.279551141,1.105087573,0.074986731,0.136325726,0.177951323,0.127682159,0.151110774,0.195920843,0.139661839,0.103192054,0.250360149,0.13867617,0.562817499,0.264159527,1.724619001,2.471605125,0.149442717,1.402077489,0.861551293,0.25847297,0.15791424234717408,0.13476174899371066,0.127682159,0.122147244,0.462354993,0.16960922624333333,0.178482068,0.982182121,2,0
503,509,0.272581792,0.428342817,0.288584637,2.254800853,3.166963016,0.187411095,0.157894737,2.829480797,0.198079659,1.166607397,0.315611664,0.260668563,0.248933144,0.230618777,0.815611664,0.737375533,1.499644381,0.995910384,0.368243243,0.771870555,0.238975818,0.349928876,0.152382646,1.182965861,1.990576102,0.867176387,0.211059744,0.225817923,0.557965861,0.146870555,0.34014936,2.057254623,1.016891892,0.474039829,0.492354196,0.697012802,0.544452347,0.358285917,0.624110953,0.27027027,0.290007112,0.381578947,0.35455192,0.158170606,0.858376156,0.134840699,1.00688592,0.241007194,0.275950668,1.085714286,0.10647482,0.145220966,0.154470709,0.120143885,0.149126413,0.169578623,0.165262076,0.112846865,0.240904419,0.117163412,0.569475848,0.254162384,1.264439877,2.191983556,0.161664954,1.082322713,0.721788284,0.261870504,0.138335046,0.124460432,0.120143885,0.132682425,0.384789311,0.126002055,0.179650565,0.89352518,3,0
1013,719,0.344535126,0.552408385,0.317010722,2.355576892,4.024323892,0.232197152,0.182269163,4.893742999,0.218915026,1.236517843,0.389182269,0.314130261,0.332053129,0.28212514,0.855176828,0.7550008,1.568090895,1.407905265,0.468074892,0.636101776,0.278284526,0.341174588,0.191390622,1.175068011,2.322931669,1.116978717,0.234917587,0.289806369,0.706833093,0.181148984,0.432389182,2.295567291,0.528404545,0.477356377,0.40662506,0.763962234,0.566650664,0.365978557,0.552728437,0.371579453,0.355896944,0.427108337,0.523283725,0.1582798,0.82869379,0.155424697,2.111795146,0.281406138,0.428265525,1.207708779,0.201552463,0.1582798,0.173982869,0.106620271,0.165774447,0.1789793,0.177819415,0.1124197,0.25901142,0.144182727,0.48831192,0.29362955,1.678622413,2.252141328,0.13847252,1.222608851,0.851356174,0.196377587,0.167112777,0.13476174899371066,0.106620271,0.132673091,0.495360457,0.149982156,0.177462527,1.160778016,7,1
489,451,0.260538896,0.426988266,0.294002608,2.389830508,3.389613212,0.23011734,0.210995219,2.668187744,0.232290309,1.133854846,0.317687962,0.312255541,0.267926988,0.295306389,0.846153846,0.755758366,1.613646241,1.093872229,0.392003477,0.681442851,0.246631899,0.401781834,0.174272056,1.024119948,2.155584528,0.971968709,0.250325945,0.299435028,0.659061278,0.175575837,0.384615385,2.127987831,0.963276836,0.506518905,0.494350282,0.760756193,0.636897001,0.331377662,0.562581486,0.292698827,0.302477184,0.424380704,0.347674924,0.170795107,0.914525994,0.156574924,1.174923547,0.302446483,0.27324159,1.033180428,0.09969419,0.169724771,0.177522936,0.12675841,0.168960245,0.195259939,0.165443425,0.125993884,0.294495413,0.161926606,0.602446483,0.30795107,1.706880734,2.566207951,0.186850153,1.317584098,0.825840979,0.258715596,0.196941896,0.13476174899371066,0.12675841,0.161620795,0.524464832,0.183639144,0.244342508,1.213914373,3,0
959,276,0.25728988,0.432628168,0.289689346,1.589289118,2.125976749,0.232704403,0.17724414,2.308557271,0.181055841,0.894797027,0.269106156,0.262435678,0.254240518,0.254812274,0.57327997,0.484848485,0.979035639,1.153611588,0.421764818,0.705546026,0.231370307,0.324185249,0.166380789,0.775681342,1.619020393,0.925862398,0.209453021,0.259386316,0.530970078,0.165618449,0.395845245,1.571183533,0.933295216,0.421955403,0.410329712,0.591957309,0.511149228,0.280731847,0.49552125,0.277301315,0.257861635,0.347817801,0.506003431,0.154758285,0.674521131,0.158710854,2.303739739,0.322894497,0.503648525,0.736089997,0.31909395,0.191851627,0.168744299,0.123289754,0.159318942,0.176497416,0.258133171,0.13347522,0.22347218,0.143204621,0.593341441,0.334904226,1.390088173,1.892520523,0.17923381,1.155062329,0.838704773,0.298114929,0.236394041,0.172696868,0.123289754,0.163879599,0.40270599,0.245363332,0.278048039,1.171784737,7,1
339,421,0.487527923,0.6591586,0.343633656,2.431124348,3.668838421,0.218540581,0.179448995,2.644080417,0.216120625,1.459605361,0.575577066,0.245160089,0.404132539,0.276433358,0.798957558,0.562174237,1.507446016,2.271779598,0.4091586,0.574087863,0.409903202,0.390171258,0.176470588,1.1733997721534837,2.62732688,1.322040208,0.219843634,0.27278898873345786,0.681496649,0.162881608,0.37714073,1.893894267,0.34977662,0.476917349,0.4091586,0.703834698,0.637937453,0.364854803,0.613179449,0.347356664,0.312918838,0.42740134,0.656180194,0.156617172,0.674499677,0.166042608,2.645190445,0.306907682,0.37908328,1.244932214,0.148482892,0.154680439,0.173789542,0.122659781,0.156617172,0.170432537,0.155584248,0.134280181,0.255907037,0.137766301,0.492834087,0.322788896,1.273595868,2.177017431,0.154163977,1.048676566,0.912588767,0.245706908,0.15791424234717408,0.13476174899371066,0.122659781,0.133892834,0.436668819,0.153647515,0.18313453845517236,1.469076824,1,0
844,10,0.505599336,0.719825798,0.314599751,2.194110328,3.908544173,0.281833264,0.200539195,2.80423061,0.210700954,1.596433015,0.664039818,0.359394442,0.312525923,0.296557445,0.808793032,0.787432601,1.591455827,1.360846122,0.431771049,0.720862713,0.436540854,0.395064289,0.1847781,1.128992119,3.119867275,1.094773953,0.261924513,0.300082953,0.727084197,0.168187474,0.428660307,2.043550394,0.347366238,0.438822066,0.351306512,0.725010369,0.732061385,0.378058897,0.586686022,0.453961012,0.340729988,0.51244297,0.22065533,0.184074074,1.031234568,0.173209877,1.35037037,0.310246914,0.61691358,1.409259259,0.201728395,0.200617284,0.195925926,0.117407407,0.142098765,0.16617284,0.206419753,0.145185185,0.166296296,0.103950617,0.487654321,0.332962963,1.396049383,2.067654321,0.176296296,1.268765432,0.659012346,0.224074074,0.182839506,0.161851852,0.117407407,0.13105303943681595,0.416419753,0.182469136,0.18313453845517236,1.297777778,5,1
597,199,0.511217949,0.65728022,0.322344322,2.196657509,3.155677656,0.243589744,0.19459707,2.021062271,0.226648352,1.367216117,0.574862637,0.262820513,0.336996337,0.298992674,0.732142857,0.423534799,1.358287546,1.736950549,0.52724359,0.554258242,0.448260073,0.353937729,0.220924908,0.91025641,1.893315018,1.310668498,0.269230769,0.286630037,0.705128205,0.197802198,0.429487179,1.824404762,0.331959707,0.390338828,0.380265568,0.701923077,0.56456044,0.312957875,0.52518315,0.301739927,0.293727106,0.368360806,0.497252747,0.169227851,0.736103206,0.181749194,2.139062796,0.288749763,0.473154999,0.789224056,0.179662303,0.175678239,0.187250996,0.107949156,0.146651489,0.16998672,0.16998672,0.132043256,0.203187251,0.106810852,0.530829065,0.285524568,1.351735913,2.261999621,0.160500854,1.083855056,0.923164485,0.25422121,0.15791424234717408,0.170366154,0.107949156,0.168848416,0.441282489,0.234870044,0.18313453845517236,1.652437868,4,1
835,857,0.390426639,0.584183143,0.28491155,1.953173777,3.424141519,0.219771072,0.168158169,4.220187305,0.191467222,1.336316337,0.450156087,0.299063476,0.281789802,0.29094693,0.745681582,0.693028096,1.431633715,1.13673257,0.379604579,0.722164412,0.330905307,0.335691988,0.153173777,0.911342352,1.982101977,0.970031217,0.207492196,0.246618106,0.537148803,0.146930281,0.401248699,1.71987513,0.576690947,0.523413111,0.551300728,0.874297607,0.608116545,0.384807492,0.576690947,0.322996878,0.351716961,0.475754422,0.406659729,0.1530232,0.970909965,0.127419161,1.349320832,0.252073567,0.305084746,1.105541531,0.112393317,0.138718596,0.166967184,0.136314461,0.159874985,0.199182594,0.219737949,0.101454502,0.192451016,0.101935329,0.592018271,0.28416877,1.733141003,1.997595865,0.191369155,1.320351004,0.850823416,0.254838322,0.14857555,0.134992187,0.136314461,0.139800457,0.368914533,0.150979685,0.201466522,0.96333694,6,1
591,207,0.474654378,0.671428571,0.294930876,2.251920123,3.322580645,0.204454685,0.185867896,2.247619048,0.187403994,1.328571429,0.60906298,0.246082949,0.331336406,0.246236559,0.771582181,0.404301075,1.404915515,1.615975422,0.4546851,0.550537634,0.420430108,0.306144393,0.168049155,0.984485407,2.264516129,1.304454685,0.238863287,0.251920123,0.704454685,0.157603687,0.425345622,2.050844854,0.294162826,0.358064516,0.315821813,0.605069124,0.511520737,0.307373272,0.542549923,0.280952381,0.253456221,0.351920123,0.389861751,0.178710834,0.776453212,0.158877519,1.945247389,0.286633611,0.451207933,0.796075535,0.19189788,0.153813693,0.179343813,0.109505222,0.151281781,0.183141682,0.178816331,0.118894398,0.224496255,0.11245912,0.483911805,0.289693006,1.285684144,2.484122798,0.134613356,1.082181665,0.86464817,0.224179766,0.15791424234717408,0.12058234,0.109505222,0.108661251,0.429475683,0.156978584,0.18313453845517236,1.641206878,4,1
1065,1065,0.359145674,0.634173056,0.344687842,2.715334064,4.20898138,0.223658269,0.174698795,3.683351588,0.259693319,1.273493976,0.347864184,0.361007667,0.301204819,0.290799562,0.95728368,0.71577218,1.633077766,1.452245345,0.460021906,0.76067908,0.262322015,0.377875137,0.165936473,1.513581599,2.879299014,1.218510405,0.255531216,0.314676889,0.835596933,0.16856517,0.475355969,2.837897043,1.28871851,0.465607886,0.387732749,0.73143483,0.560131435,0.35388828,0.599890471,0.338773275,0.278422782,0.443154436,0.582694414,0.248697443,1.097479704,0.159093663,2.320913607,0.330001212,0.755785775,0.974675875,0.587180419,0.169756452,0.188537502,0.119350539,0.164849146,0.202290076,0.397128317,0.116987762,0.231188659,0.147340361,0.536411002,0.35447716,1.503816794,2.530110263,0.138555677,1.240760935,0.905428329,0.238155822,0.149521386,0.13476174899371066,0.119350539,0.106506725,0.398097661,0.293832546,0.158487823,1.360293227,7,1
118,695,0.351673284,0.475609756,0.295235394,2.034032898,2.969937606,0.269427113,0.192002269,1.756664776,0.237663074,1.191718661,0.488939308,0.348837209,0.281905842,0.277935337,0.779353375,0.551616563,1.355360182,0.902722632,0.386273398,0.562677255,0.32387975,0.401588202,0.187180942,0.864152014,2.117697107,1.001985252,0.275666478,0.283040272,0.6174135,0.183494044,0.406409529,1.711003971,0.341179807,0.477311401,0.480431083,0.78445831,0.615428247,0.328984685,0.610323313,0.380601248,0.321043676,0.429381736,0.219795803,0.145164674,0.882735473,0.160478288,1.004824837,0.306901615,0.471365639,0.89322425,0.093350115,0.153765471,0.129431508,0.109712608,0.156912104,0.177889658,0.168239983,0.134466121,0.300398574,0.142437592,0.5823369,0.322844556,1.521711768,2.17075729,0.193832599,1.278162366,0.819173484,0.279001468,0.232431299,0.13476174899371066,0.109712608,0.17872876,0.505139501,0.16960922624333333,0.18313453845517236,1.405496119,0,0
53,104,0.403742414,0.640761969,0.361935266,2.732636548,5.787255563,0.243256912,0.165037087,2.754551585,0.1908294,1.694032367,0.630310182,0.358900877,0.343391773,0.280681052,1.01146325,0.771915037,1.922960216,1.805461902,0.411496966,0.847774781,0.360923803,0.435603506,0.195718139,1.48128793,3.46072151,1.334962913,0.262643291,0.280681052,0.824679703,0.163182738,0.4045853,2.322993931,0.340357384,0.53927849,0.444032367,0.838334457,0.732805125,0.467127444,0.722016183,0.496797033,0.383513149,0.486176669,0.181557653,0.210957847,1.075528118,0.193016302,0.953795698,0.358830906,0.507668564,2.126844796,0.099064339,0.204591492,0.205170252,0.14642616,0.193112762,0.202855214,0.237387865,0.145075721,0.204012733,0.137069548,0.523198611,0.362207003,1.507282724,2.390855599,0.191280023,1.30529565,0.849040224,0.237870165,0.15791424234717408,0.172663258,0.14642616,0.13105303943681595,0.550400309,0.155107553,0.235458667,1.607118742,0,0
479,321,0.311309524,0.517559524,0.330059524,2.251190476,3.08125,0.297916667,0.238095238,2.586607143,0.246130952,1.412797619,0.468154762,0.34375,0.288095238,0.332738095,0.799702381,0.678571429,1.509821429,1.117261905,0.443452381,0.805654762,0.424404762,0.458333333,0.230059524,1.088988095,2.07172619,1.071428571,0.282738095,0.308333333,0.716071429,0.227083333,0.333035714,1.919345238,0.974702381,0.462202381,0.426190476,0.762797619,0.661011905,0.341666667,0.636309524,0.29702381,0.313095238,0.352678571,0.358333333,0.143478261,0.900207039,0.159834369,1.328985507,0.285300207,0.283229814,1.214492754,0.072256729,0.164182195,0.151345756,0.13747412,0.170393375,0.190062112,0.196273292,0.132091097,0.192546584,0.090269151,0.710559006,0.321325052,1.763768116,2.412215321,0.197308489,1.3,1.003519669,0.339130435,0.15791424234717408,0.13476174899371066,0.13747412,0.185300207,0.47494824,0.227536232,0.18313453845517236,1.300828157,3,0
